78.74015748031496,363.8818897637795,105.74015748031496,393.8818897637795,III
570.8661417322835,363.8818897637795,627.8661417322835,393.8818897637795,aVF
1062.992125984252,363.8818897637795,1103.242125984252,393.8818897637795,V3
1555.1181102362204,363.8818897637795,1595.3681102362204,393.8818897637795,V6
78.74015748031496,647.2152230971129,96.74015748031496,677.2152230971129,II
570.8661417322835,647.2152230971129,627.3661417322835,677.2152230971129,aVL
1062.992125984252,647.2152230971129,1102.992125984252,677.2152230971129,V2
1555.1181102362204,647.2152230971129,1595.1181102362204,677.2152230971129,V5
78.74015748031496,930.5485564304463,87.74015748031496,960.5485564304463,I
570.8661417322835,930.5485564304463,631.6161417322835,960.5485564304463,aVR
1062.992125984252,930.5485564304463,1102.992125984252,960.5485564304463,V1
1555.1181102362204,930.5485564304463,1595.1181102362204,960.5485564304463,V4
78.74015748031496,96.29658792650918,96.74015748031496,126.29658792650918,II
